開催日,日目,レース,実際1号艇1着,実際3連単,予測3連単,予測確率,予測元,3連単的中,TOP10
2025-01-02,4,1,1,1-2-3,1-5-3,0.270543782434281,1着1号艇予想,False,1-5-3(0.2705) / 1-5-2(0.1855) / 1-3-5(0.1601) / 1-2-5(0.1005) / 5-1-3(0.0816) / 1-5-4(0.0728) / 5-1-4(0.0587) / 1-3-2(0.0461) / 3-1-5(0.0434) / 1-2-3(0.0421)
2025-01-02,4,2,0,2-1-6,1-4-5,0.12443663777124421,1着1号艇予想,False,1-4-5(0.1244) / 1-4-2(0.1233) / 1-5-4(0.1132) / 1-2-4(0.1118) / 1-5-2(0.0890) / 1-2-5(0.0887) / 5-2-4(0.0683) / 2-5-4(0.0654) / 5-4-2(0.0528) / 1-4-6(0.0522)
2025-01-02,4,3,1,1-2-5,1-3-4,0.184509569369687,1着1号艇予想,False,1-3-4(0.1845) / 1-4-3(0.1478) / 5-4-3(0.1333) / 1-3-5(0.1262) / 5-3-4(0.1246) / 1-5-3(0.0908) / 4-5-3(0.0722) / 3-5-4(0.0659) / 1-4-5(0.0652) / 1-5-4(0.0585)
2025-01-02,4,5,1,1-4-2,1-4-5,0.31194947785471633,1着1号艇予想,False,1-4-5(0.3119) / 1-5-4(0.2344) / 1-4-3(0.0898) / 5-4-1(0.0897) / 5-1-4(0.0651) / 1-4-6(0.0637) / 5-4-6(0.0608) / 4-5-1(0.0588) / 5-4-3(0.0516) / 1-3-4(0.0504)
2025-01-02,4,6,1,1-3-4,1-4-3,0.485841538302023,1着1号艇予想,False,1-4-3(0.4858) / 1-3-4(0.3425) / 3-1-4(0.1106) / 4-1-3(0.0716) / 1-4-5(0.0372) / 3-4-1(0.0333) / 3-1-6(0.0322) / 4-3-1(0.0303) / 1-4-2(0.0221) / 1-3-5(0.0177)
2025-01-02,4,7,0,5-1-3,1-5-2,0.13191939563521862,1着1号艇予想,False,1-5-2(0.1319) / 1-5-6(0.1192) / 1-2-5(0.1052) / 1-5-3(0.0965) / 1-6-5(0.0926) / 1-3-5(0.0716) / 5-6-3(0.0607) / 6-5-3(0.0565) / 1-2-6(0.0552) / 5-3-6(0.0542)
2025-01-02,4,9,1,1-3-4,1-3-5,0.2311048905230021,1着1号艇予想,False,1-3-5(0.2311) / 1-3-6(0.2208) / 1-5-3(0.1126) / 1-6-3(0.1067) / 1-3-2(0.0883) / 3-1-5(0.0585) / 1-3-4(0.0505) / 5-1-3(0.0492) / 1-2-3(0.0385) / 1-5-6(0.0292)
2025-01-02,4,10,1,1-2-3,1-2-5,0.24861474057518243,1着1号艇予想,False,1-2-5(0.2486) / 1-5-2(0.1788) / 1-2-3(0.1065) / 1-2-6(0.0697) / 1-3-2(0.0630) / 1-2-4(0.0522) / 2-1-3(0.0493) / 1-5-3(0.0438) / 1-6-2(0.0395) / 2-1-4(0.0385)
2025-01-02,4,11,1,1-4-3,1-3-4,0.20967746177537336,1着1号艇予想,False,1-3-4(0.2097) / 1-4-3(0.1592) / 1-3-6(0.1257) / 1-6-3(0.0833) / 2-1-4(0.0613) / 1-4-6(0.0571) / 1-3-5(0.0571) / 2-1-3(0.0517) / 1-6-4(0.0499) / 1-3-2(0.0495)
2025-01-02,4,12,1,1-5-3,1-2-3,0.1264400714722992,1着1号艇予想,False,1-2-3(0.1264) / 1-3-2(0.1197) / 1-2-4(0.0901) / 1-4-2(0.0769) / 1-3-4(0.0748) / 1-4-3(0.0674) / 1-2-6(0.0549) / 1-3-6(0.0455) / 1-2-5(0.0430) / 1-6-2(0.0427)
2025-01-03,5,1,0,3-4-2,1-2-4,0.2578376984085457,1着1号艇予想,False,1-2-4(0.2578) / 1-4-2(0.2289) / 1-2-5(0.0935) / 1-4-5(0.0687) / 1-5-2(0.0617) / 1-2-3(0.0529) / 1-5-4(0.0511) / 3-4-2(0.0412) / 3-2-4(0.0409) / 1-4-3(0.0389)
2025-01-03,5,2,0,4-1-2,1-3-2,0.21911830404463156,1着1号艇予想,False,1-3-2(0.2191) / 1-3-4(0.2033) / 3-2-4(0.1608) / 1-2-3(0.1286) / 1-4-3(0.1172) / 2-3-4(0.1056) / 3-2-1(0.1043) / 1-3-5(0.1009) / 3-4-2(0.0813) / 2-3-1(0.0685)
2025-01-03,5,3,0,4-3-2,1-2-6,0.12061850326399154,1着1号艇予想,False,1-2-6(0.1206) / 1-6-2(0.1167) / 1-2-5(0.0993) / 1-5-2(0.0900) / 1-6-5(0.0887) / 1-5-6(0.0831) / 5-6-2(0.0755) / 6-5-2(0.0745) / 1-2-3(0.0600) / 1-6-3(0.0536)
2025-01-03,5,5,1,1-3-6,1-4-6,0.14627372231072194,1着1号艇予想,False,1-4-6(0.1463) / 1-6-4(0.1299) / 1-4-5(0.1170) / 1-5-4(0.0968) / 1-6-5(0.0798) / 1-5-6(0.0743) / 1-4-3(0.0479) / 1-4-2(0.0403) / 1-3-4(0.0341) / 1-6-3(0.0327)
2025-01-03,5,6,1,1-5-4,1-4-5,0.22942534946373452,1着1号艇予想,False,1-4-5(0.2294) / 1-4-6(0.2233) / 1-4-3(0.2029) / 1-5-4(0.0710) / 1-6-4(0.0689) / 1-4-2(0.0628) / 1-3-4(0.0621) / 3-1-4(0.0509) / 4-1-3(0.0475) / 3-4-1(0.0377)
2025-01-03,5,7,1,1-3-2,1-3-6,0.15496024097276503,1着1号艇予想,False,1-3-6(0.1550) / 1-6-3(0.1450) / 1-3-4(0.0799) / 1-6-4(0.0649) / 3-1-6(0.0647) / 1-4-3(0.0620) / 1-3-5(0.0547) / 1-4-6(0.0539) / 1-3-2(0.0530) / 3-1-2(0.0506)
2025-01-03,5,8,0,3-1-2,1-4-2,0.15776810936505975,1着1号艇予想,False,1-4-2(0.1578) / 1-2-4(0.1524) / 1-4-3(0.1105) / 1-2-3(0.0994) / 1-3-4(0.0940) / 1-3-2(0.0875) / 1-4-6(0.0560) / 1-2-6(0.0503) / 4-1-2(0.0477) / 2-1-4(0.0459)
2025-01-03,5,10,1,1-4-2,1-2-6,0.145497867201351,1着1号艇予想,False,1-2-6(0.1455) / 1-2-3(0.1344) / 1-6-2(0.1142) / 1-3-2(0.1032) / 1-6-3(0.0607) / 1-3-6(0.0594) / 1-2-5(0.0590) / 1-2-4(0.0531) / 1-5-2(0.0395) / 1-4-2(0.0352)
2025-01-03,5,11,1,1-4-2,1-5-4,0.11282321221796222,1着1号艇予想,False,1-5-4(0.1128) / 1-5-6(0.1074) / 1-4-5(0.0949) / 1-6-5(0.0891) / 1-5-2(0.0792) / 1-2-5(0.0615) / 1-4-6(0.0574) / 1-6-4(0.0566) / 4-2-1(0.0455) / 4-1-2(0.0437)
2025-01-03,5,12,1,1-4-2,1-5-3,0.1351009507401667,1着1号艇予想,False,1-5-3(0.1351) / 1-5-4(0.1143) / 1-3-5(0.1095) / 1-4-5(0.0886) / 1-5-2(0.0668) / 1-5-6(0.0571) / 1-3-4(0.0563) / 1-4-3(0.0539) / 1-2-5(0.0471) / 6-2-1(0.0458)
2025-01-06,1,1,1,1-6-3,1-3-4,0.11358647391648988,1着1号艇予想,False,1-3-4(0.1136) / 1-4-3(0.1061) / 1-3-5(0.0910) / 1-5-3(0.0796) / 1-4-5(0.0715) / 1-5-4(0.0669) / 1-3-6(0.0665) / 4-3-6(0.0590) / 3-4-6(0.0564) / 1-6-3(0.0543)
2025-01-06,1,2,0,2-1-4,1-6-4,0.14742097948957064,1着1号艇予想,False,1-6-4(0.1474) / 1-6-2(0.1335) / 1-6-3(0.1149) / 1-4-6(0.1124) / 1-2-6(0.0992) / 1-3-6(0.0825) / 6-1-2(0.0801) / 2-1-6(0.0708) / 1-4-2(0.0549) / 1-2-4(0.0535)
2025-01-06,1,3,0,3-4-5,2-3-5,0.10353726712760218,1着1号艇以外予想,False,2-3-5(0.1035) / 1-3-6(0.0779) / 1-6-3(0.0776) / 1-3-2(0.0749) / 1-6-2(0.0739) / 1-2-3(0.0738) / 1-2-6(0.0730) / 3-2-5(0.0713) / 2-3-6(0.0712) / 2-5-3(0.0659)
2025-01-06,1,5,0,2-1-6,1-4-6,0.21801512416915336,1着1号艇予想,False,1-4-6(0.2180) / 1-4-2(0.2177) / 1-4-5(0.1424) / 4-5-6(0.1155) / 4-6-5(0.0907) / 1-4-3(0.0865) / 1-6-4(0.0821) / 1-2-4(0.0820) / 5-4-6(0.0771) / 6-4-5(0.0550)
2025-01-06,1,6,1,1-2-4,1-3-4,0.226097214290859,1着1号艇予想,False,1-3-4(0.2261) / 1-4-3(0.2053) / 1-3-2(0.1096) / 4-1-3(0.0907) / 1-4-2(0.0844) / 1-2-3(0.0787) / 1-2-4(0.0667) / 3-1-4(0.0550) / 1-3-6(0.0406) / 4-1-2(0.0342)
2025-01-06,1,7,0,3-2-6,1-3-4,0.18427236918622783,1着1号艇予想,False,1-3-4(0.1843) / 1-3-2(0.1585) / 1-4-3(0.1405) / 1-2-3(0.1156) / 2-1-3(0.0799) / 1-4-2(0.0702) / 1-2-4(0.0671) / 2-1-4(0.0618) / 2-3-1(0.0525) / 1-3-6(0.0517)
2025-01-06,1,8,1,1-3-4,1-2-4,0.1809440396568157,1着1号艇予想,False,1-2-4(0.1809) / 1-4-2(0.1597) / 1-2-3(0.1285) / 1-3-2(0.1011) / 1-4-3(0.0887) / 1-3-4(0.0790) / 4-1-2(0.0770) / 1-2-5(0.0670) / 2-1-4(0.0622) / 1-5-2(0.0467)
2025-01-06,1,9,0,3-1-5,1-4-5,0.1388845884289946,1着1号艇予想,False,1-4-5(0.1389) / 1-5-4(0.1276) / 5-4-6(0.1027) / 1-4-3(0.0818) / 5-6-4(0.0807) / 4-5-6(0.0765) / 1-4-6(0.0732) / 1-3-4(0.0649) / 1-5-3(0.0619) / 1-6-4(0.0570)
2025-01-06,1,10,0,3-1-2,1-3-4,0.12054178712560594,1着1号艇予想,False,1-3-4(0.1205) / 1-4-3(0.1132) / 1-3-2(0.0975) / 1-2-3(0.0856) / 1-4-2(0.0784) / 1-3-5(0.0762) / 1-2-4(0.0733) / 3-5-1(0.0654) / 1-5-3(0.0631) / 1-4-5(0.0613)
2025-01-06,1,11,1,1-2-5,1-2-5,0.16047296637009148,1着1号艇予想,True,1-2-5(0.1605) / 1-2-4(0.1469) / 2-1-3(0.1378) / 1-2-3(0.1197) / 1-5-2(0.1009) / 1-4-2(0.0907) / 2-3-1(0.0738) / 1-3-2(0.0714) / 3-1-2(0.0593) / 3-2-1(0.0564)
2025-01-06,1,12,1,1-4-6,1-4-6,0.11363776692274195,1着1号艇予想,True,1-4-6(0.1136) / 1-4-2(0.1131) / 1-4-5(0.0990) / 1-6-4(0.0825) / 1-2-4(0.0820) / 1-4-3(0.0728) / 1-5-4(0.0700) / 1-3-4(0.0492) / 1-6-2(0.0353) / 1-2-6(0.0353)
2025-01-08,2,1,1,1-3-4,1-6-2,0.20705022615385768,1着1号艇予想,False,1-6-2(0.2071) / 1-2-6(0.1980) / 2-5-6(0.1442) / 5-2-6(0.1426) / 1-6-5(0.0826) / 1-2-5(0.0729) / 1-5-6(0.0599) / 2-5-3(0.0585) / 5-2-3(0.0578) / 1-5-2(0.0553)
2025-01-08,2,2,0,4-6-5,1-6-5,0.18227196003731544,1着1号艇予想,False,1-6-5(0.1823) / 1-5-6(0.1478) / 6-4-5(0.1218) / 6-4-3(0.1143) / 6-4-1(0.0898) / 1-6-3(0.0794) / 1-6-2(0.0760) / 1-6-4(0.0680) / 4-6-5(0.0615) / 4-6-3(0.0577)
2025-01-08,2,3,0,5-4-1,1-5-4,0.1447826444377107,1着1号艇予想,False,1-5-4(0.1448) / 1-5-3(0.1406) / 1-4-5(0.1251) / 1-3-5(0.1203) / 5-3-4(0.1031) / 5-4-3(0.0908) / 1-4-3(0.0873) / 1-3-4(0.0864) / 1-5-2(0.0727) / 3-5-4(0.0639)
2025-01-08,2,4,0,4-5-6,1-6-5,0.19833304378421357,1着1号艇予想,False,1-6-5(0.1983) / 1-6-4(0.1534) / 1-6-3(0.1190) / 1-5-6(0.1033) / 1-6-2(0.0895) / 1-4-6(0.0767) / 3-6-2(0.0607) / 1-3-6(0.0577) / 6-3-2(0.0545) / 3-6-5(0.0502)
2025-01-08,2,5,1,1-6-2,1-6-5,0.15786572567232493,1着1号艇予想,False,1-6-5(0.1579) / 1-5-6(0.1237) / 6-5-3(0.1079) / 1-6-4(0.1008) / 6-5-1(0.0974) / 1-6-3(0.0919) / 6-3-5(0.0833) / 6-1-5(0.0729) / 1-4-6(0.0711) / 1-3-6(0.0638)
2025-01-08,2,7,1,1-6-2,1-2-4,0.09741598454247813,1着1号艇予想,False,1-2-4(0.0974) / 1-4-2(0.0922) / 1-2-6(0.0714) / 1-2-5(0.0658) / 1-6-2(0.0622) / 1-4-6(0.0580) / 1-5-2(0.0564) / 1-4-5(0.0535) / 1-6-4(0.0534) / 1-2-3(0.0502)
2025-01-08,2,8,1,1-2-4,1-2-4,0.22186338294335928,1着1号艇予想,True,1-2-4(0.2219) / 1-2-5(0.1405) / 1-4-2(0.1339) / 2-1-4(0.1072) / 1-2-6(0.0875) / 1-5-2(0.0775) / 1-2-3(0.0703) / 2-1-5(0.0662) / 2-4-1(0.0510) / 1-6-2(0.0457)
2025-01-08,2,9,1,1-3-4,1-4-5,0.19446337303054936,1着1号艇予想,False,1-4-5(0.1945) / 1-5-4(0.1554) / 1-4-3(0.0956) / 1-4-2(0.0703) / 1-3-4(0.0642) / 1-4-6(0.0573) / 1-5-3(0.0496) / 1-2-4(0.0454) / 1-3-5(0.0417) / 4-5-3(0.0384)
2025-01-08,2,10,1,1-2-3,1-2-5,0.24398424157745546,1着1号艇予想,False,1-2-5(0.2440) / 1-2-6(0.1672) / 1-5-2(0.1283) / 1-6-2(0.0821) / 1-2-4(0.0801) / 1-2-3(0.0793) / 5-2-3(0.0507) / 2-5-3(0.0479) / 5-2-1(0.0466) / 2-5-1(0.0441)
2025-01-08,2,11,1,1-3-2,1-2-4,0.1541398311080058,1着1号艇予想,False,1-2-4(0.1541) / 1-4-2(0.1336) / 1-2-3(0.1061) / 2-4-1(0.0841) / 1-3-2(0.0826) / 1-2-5(0.0768) / 1-4-3(0.0674) / 2-4-5(0.0630) / 1-3-4(0.0605) / 2-1-4(0.0592)
2025-01-08,2,12,0,3-1-4,1-2-5,0.15750895850591093,1着1号艇予想,False,1-2-5(0.1575) / 1-2-4(0.1472) / 1-5-2(0.1013) / 1-4-2(0.0933) / 1-2-6(0.0924) / 1-2-3(0.0738) / 5-1-4(0.0614) / 1-6-2(0.0545) / 5-4-1(0.0536) / 5-1-2(0.0514)
2025-01-10,3,1,0,4-3-6,1-6-4,0.217125001613808,1着1号艇予想,False,1-6-4(0.2171) / 1-6-3(0.1799) / 6-3-4(0.1757) / 1-6-2(0.1283) / 1-4-6(0.1264) / 6-3-2(0.1220) / 1-3-6(0.1007) / 6-4-3(0.0961) / 3-6-4(0.0859) / 1-2-6(0.0681)
2025-01-10,3,3,0,3-4-1,1-6-5,0.16130359932826255,1着1号艇予想,False,1-6-5(0.1613) / 1-6-4(0.1414) / 1-6-3(0.1210) / 1-5-6(0.1015) / 1-4-6(0.0867) / 4-1-5(0.0770) / 1-3-6(0.0723) / 5-1-4(0.0637) / 4-5-1(0.0597) / 1-6-2(0.0569)
2025-01-10,3,6,0,3-4-6,1-3-4,0.16875884009147088,1着1号艇予想,False,1-3-4(0.1688) / 1-4-3(0.1683) / 1-3-2(0.0725) / 1-4-2(0.0720) / 1-3-6(0.0624) / 1-4-6(0.0619) / 1-2-3(0.0563) / 1-2-4(0.0560) / 3-6-2(0.0479) / 1-6-3(0.0473)
2025-01-10,3,7,0,5-3-1,1-5-4,0.11346449545183342,1着1号艇予想,False,1-5-4(0.1135) / 1-4-5(0.1131) / 1-5-3(0.0849) / 1-4-3(0.0839) / 1-3-5(0.0770) / 1-3-4(0.0763) / 1-5-2(0.0682) / 1-4-2(0.0674) / 1-2-5(0.0587) / 1-2-4(0.0582)
2025-01-10,3,10,0,4-1-2,1-3-5,0.2553743269836125,1着1号艇予想,False,1-3-5(0.2554) / 1-5-3(0.1573) / 1-3-4(0.1113) / 1-3-2(0.1037) / 1-4-3(0.0587) / 1-3-6(0.0555) / 1-2-3(0.0542) / 3-1-4(0.0526) / 3-1-6(0.0510) / 1-5-4(0.0300)
2025-01-10,3,11,1,1-4-2,1-4-3,0.09583078857204705,1着1号艇予想,False,1-4-3(0.0958) / 1-4-2(0.0868) / 1-3-4(0.0865) / 4-2-1(0.0772) / 1-2-4(0.0763) / 4-2-6(0.0703) / 1-4-6(0.0622) / 1-3-2(0.0586) / 1-2-3(0.0570) / 1-4-5(0.0549)
2025-01-11,4,1,0,4-2-3,1-2-4,0.08724747428046452,1着1号艇予想,False,1-2-4(0.0872) / 1-4-2(0.0806) / 1-2-3(0.0757) / 1-3-2(0.0674) / 1-2-6(0.0605) / 1-2-5(0.0583) / 1-4-3(0.0552) / 1-3-4(0.0532) / 1-6-2(0.0513) / 1-5-2(0.0492)
2025-01-11,4,2,0,5-3-2,1-3-5,0.37818771704128396,1着1号艇予想,False,1-3-5(0.3782) / 1-5-3(0.3232) / 5-1-3(0.1644) / 5-3-1(0.1356) / 5-1-4(0.0882) / 5-1-2(0.0661) / 5-4-1(0.0615) / 5-3-4(0.0505) / 5-2-1(0.0441) / 5-4-3(0.0427)
2025-01-11,4,3,0,6-4-3,1-6-4,0.09647780815383415,1着1号艇予想,False,1-6-4(0.0965) / 1-6-3(0.0914) / 1-4-6(0.0854) / 1-3-6(0.0798) / 1-6-2(0.0713) / 1-2-6(0.0589) / 1-4-3(0.0573) / 1-3-4(0.0564) / 4-2-6(0.0525) / 1-6-5(0.0481)
2025-01-11,4,4,0,2-5-1,1-5-6,0.23575100344026648,1着1号艇予想,False,1-5-6(0.2358) / 1-6-5(0.1987) / 5-2-6(0.0923) / 1-5-3(0.0876) / 2-5-6(0.0863) / 5-6-2(0.0723) / 1-5-2(0.0687) / 2-6-5(0.0615) / 6-5-2(0.0594) / 1-3-5(0.0571)
2025-01-11,4,5,0,2-1-6,1-4-2,0.1005714810408686,1着1号艇予想,False,1-4-2(0.1006) / 1-2-4(0.0994) / 1-4-3(0.0694) / 1-2-3(0.0666) / 1-3-4(0.0617) / 1-3-2(0.0598) / 2-6-3(0.0580) / 1-4-6(0.0556) / 1-2-6(0.0533) / 2-3-6(0.0525)
2025-01-11,4,6,0,3-1-5,1-3-2,0.47537246628201724,1着1号艇予想,False,1-3-2(0.4754) / 1-2-3(0.2592) / 3-1-2(0.1151) / 3-1-4(0.1021) / 3-1-5(0.0911) / 1-3-5(0.0769) / 3-2-1(0.0438) / 1-3-4(0.0425) / 3-4-1(0.0383) / 3-5-1(0.0337)
2025-01-11,4,7,1,1-2-3,1-2-6,0.13126271788193644,1着1号艇予想,False,1-2-6(0.1313) / 1-2-3(0.1283) / 1-6-2(0.1226) / 1-3-2(0.1188) / 1-6-3(0.1021) / 1-3-6(0.1012) / 3-2-6(0.0913) / 2-3-6(0.0904) / 3-6-2(0.0814) / 2-6-3(0.0792)
2025-01-11,4,8,1,1-4-3,1-4-3,0.1418158052146095,1着1号艇予想,True,1-4-3(0.1418) / 1-4-2(0.1172) / 1-3-4(0.1002) / 1-4-5(0.0923) / 4-1-2(0.0831) / 4-1-5(0.0797) / 1-2-4(0.0796) / 1-4-6(0.0763) / 1-5-4(0.0603) / 4-1-3(0.0600)
2025-01-11,4,9,0,5-6-3,1-4-5,0.1065149041263184,1着1号艇予想,False,1-4-5(0.1065) / 1-5-4(0.1033) / 1-4-3(0.0862) / 1-3-4(0.0782) / 1-5-3(0.0771) / 1-3-5(0.0722) / 1-4-2(0.0529) / 1-5-2(0.0473) / 1-2-4(0.0434) / 1-4-6(0.0413)
2025-01-11,4,10,1,1-3-6,1-2-6,0.08404425463975969,1着1号艇予想,False,1-2-6(0.0840) / 1-6-2(0.0827) / 1-2-3(0.0746) / 1-3-2(0.0709) / 1-6-3(0.0700) / 1-3-6(0.0676) / 1-2-5(0.0534) / 1-6-5(0.0501) / 1-5-2(0.0470) / 1-5-6(0.0448)
2025-01-11,4,11,0,4-5-2,1-6-4,0.2157096028034138,1着1号艇予想,False,1-6-4(0.2157) / 1-4-6(0.1572) / 5-1-6(0.1138) / 1-6-2(0.0948) / 1-6-5(0.0915) / 5-6-1(0.0791) / 1-2-6(0.0579) / 1-5-6(0.0556) / 1-6-3(0.0556) / 6-5-1(0.0509)
2025-01-11,4,12,0,5-4-1,1-5-4,0.18051861685350615,1着1号艇予想,False,1-5-4(0.1805) / 1-5-3(0.1553) / 1-4-5(0.1051) / 1-5-2(0.1045) / 1-3-5(0.0879) / 1-5-6(0.0758) / 1-2-5(0.0561) / 1-6-5(0.0395) / 2-1-5(0.0299) / 1-4-3(0.0296)
2025-01-12,5,1,1,1-2-3,1-4-2,0.35687606549267376,1着1号艇予想,False,1-4-2(0.3569) / 1-2-4(0.2228) / 1-4-3(0.1018) / 4-2-1(0.0872) / 1-4-6(0.0836) / 4-2-3(0.0691) / 4-1-2(0.0642) / 2-4-1(0.0571) / 4-2-6(0.0555) / 1-3-4(0.0494)
2025-01-12,5,2,1,1-4-5,1-6-5,0.11872819460379225,1着1号艇予想,False,1-6-5(0.1187) / 1-5-6(0.1115) / 1-6-3(0.0876) / 1-3-6(0.0751) / 1-5-3(0.0704) / 1-6-4(0.0693) / 1-3-5(0.0643) / 6-1-5(0.0583) / 1-4-6(0.0566) / 1-5-4(0.0557)
2025-01-12,5,3,0,5-3-1,1-5-3,0.15145592027008814,1着1号艇予想,False,1-5-3(0.1515) / 1-5-6(0.1350) / 1-3-5(0.1238) / 1-6-5(0.1066) / 1-3-6(0.0706) / 1-6-3(0.0682) / 5-6-3(0.0667) / 1-5-2(0.0647) / 6-5-3(0.0642) / 5-6-1(0.0561)
2025-01-12,5,5,1,1-5-4,1-5-6,0.24531255537030797,1着1号艇予想,False,1-5-6(0.2453) / 1-6-5(0.1530) / 1-5-4(0.1103) / 1-5-2(0.0846) / 1-5-3(0.0782) / 6-5-2(0.0702) / 6-5-1(0.0628) / 1-4-5(0.0592) / 6-5-4(0.0575) / 6-2-5(0.0507)
2025-01-12,5,6,1,1-3-2,1-3-2,0.34475870280170495,1着1号艇予想,True,1-3-2(0.3448) / 1-2-3(0.1867) / 1-3-4(0.1632) / 3-2-1(0.1073) / 3-1-2(0.1000) / 2-3-1(0.0962) / 1-4-3(0.0757) / 2-1-3(0.0753) / 1-3-5(0.0463) / 1-2-4(0.0361)
2025-01-12,5,7,0,2-4-3,1-6-4,0.11755632755607047,1着1号艇予想,False,1-6-4(0.1176) / 1-4-6(0.1032) / 1-6-2(0.0906) / 1-6-5(0.0818) / 1-2-6(0.0742) / 1-5-6(0.0656) / 1-4-2(0.0571) / 1-2-4(0.0533) / 1-4-5(0.0515) / 1-5-4(0.0471)
2025-01-12,5,8,1,1-2-3,1-4-2,0.3191713818292378,1着1号艇予想,False,1-4-2(0.3192) / 1-2-4(0.2301) / 1-4-3(0.1260) / 2-1-4(0.1142) / 4-1-2(0.0740) / 1-3-4(0.0712) / 1-2-3(0.0564) / 2-4-1(0.0550) / 4-2-1(0.0486) / 2-1-3(0.0451)
2025-01-12,5,9,0,2-6-4,1-2-6,0.12536442568188325,1着1号艇予想,False,1-2-6(0.1254) / 1-6-2(0.1207) / 1-2-3(0.0822) / 1-6-3(0.0723) / 1-3-2(0.0698) / 1-2-4(0.0687) / 2-1-4(0.0650) / 1-3-6(0.0637) / 2-1-6(0.0622) / 1-6-4(0.0604)
2025-01-12,5,10,0,5-6-1,1-2-5,0.20343907329760452,1着1号艇予想,False,1-2-5(0.2034) / 1-5-2(0.1568) / 1-2-3(0.0907) / 1-2-6(0.0794) / 1-2-4(0.0604) / 1-3-2(0.0582) / 1-6-2(0.0501) / 1-5-3(0.0428) / 6-2-3(0.0427) / 6-2-5(0.0414)
